Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Technology,Richmond,United States,Linda Cazamias,Enermax,20/02/2020,US-2020-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Central,Corporate,26/02/2020,Standard Class,Indiana,Accessories,0.0,22.4316,3,62.31
Office Supplies,Woodstock,United States,Tamara Manning,GBC,21/02/2020,US-2020-165540,60098,GBC Standard Plastic Binding Systems Combs,Central,Consumer,25/02/2020,Standard Class,Illinois,Binders,0.8,-13.7175,5,8.85
Office Supplies,Moreno Valley,United States,Sue Ann Reed,Xerox,22/02/2020,US-2020-133354,92553,Xerox 220,West,Consumer,24/02/2020,First Class,California,Paper,0.0,9.3312,3,19.44
Office Supplies,El Paso,United States,Michael Grace,GBC,23/02/2020,US-2020-103744,79907,GBC Plastic Binding Combs,Central,Home Office,27/02/2020,Standard Class,Texas,Binders,0.8,-6.8634,3,4.428
Office Supplies,El Paso,United States,Michael Grace,Staple-on labels,23/02/2020,US-2020-103744,79907,Staple-on labels,Central,Home Office,27/02/2020,Standard Class,Texas,Labels,0.2,2.3409,3,6.936
Office Supplies,Medford,United States,Jennifer Halladay,TOPS,24/02/2020,US-2020-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,02/03/2020,Standard Class,Oregon,Paper,0.2,7.6869,3,22.776
Office Supplies,Medford,United States,Jennifer Halladay,Message Book,24/02/2020,US-2020-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,02/03/2020,Standard Class,Oregon,Paper,0.2,11.1024,4,32.896
Office Supplies,Columbus,United States,Joy Smith,Zebra,27/02/2020,US-2020-156545,43229,Zebra Zazzle Fluorescent Highlighters,East,Consumer,03/03/2020,First Class,Ohio,Art,0.2,3.4048,4,19.456
Furniture,Elmhurst,United States,Vicky Freymann,Novimex,01/03/2020,US-2020-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,05/03/2020,Standard Class,Illinois,Chairs,0.3,-172.1172,6,634.116
Furniture,El Paso,United States,Shahid Collister,Other,01/03/2020,US-2020-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,05/03/2020,Standard Class,Texas,Chairs,0.3,0.0,6,362.25
Furniture,Seattle,United States,Dave Brooks,Global,01/03/2020,US-2020-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,06/03/2020,Second Class,Washington,Chairs,0.2,51.4764,2,457.568
Furniture,El Paso,United States,Shahid Collister,DAX,01/03/2020,US-2020-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,05/03/2020,Standard Class,Texas,Furnishings,0.6,-34.9536,6,63.552
Furniture,Houston,United States,Giulietta Weimer,Bevis,01/03/2020,US-2020-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,07/03/2020,Standard Class,Texas,Tables,0.3,-43.0296,3,376.509
Office Supplies,El Paso,United States,Shahid Collister,Other,01/03/2020,US-2020-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,05/03/2020,Standard Class,Texas,Fasteners,0.2,-3.5325,5,18.84
Office Supplies,Elmhurst,United States,Vicky Freymann,Other,01/03/2020,US-2020-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,05/03/2020,Standard Class,Illinois,Paper,0.2,5.6784,3,17.472
Office Supplies,El Paso,United States,Shahid Collister,Fellowes,01/03/2020,US-2020-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,05/03/2020,Standard Class,Texas,Storage,0.2,-22.6716,3,129.552
Office Supplies,Houston,United States,Giulietta Weimer,Other,01/03/2020,US-2020-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,07/03/2020,Standard Class,Texas,Storage,0.2,8.5845,3,137.352
Technology,New York City,United States,Hallie Redmond,Other,01/03/2020,US-2020-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,05/03/2020,Standard Class,New York,Phones,0.0,1.6038,3,5.94
Office Supplies,New York City,United States,Kristina Nunn,Staple envelope,02/03/2020,US-2020-107524,10009,Staple envelope,East,Home Office,08/03/2020,Standard Class,New York,Envelopes,0.0,5.3392,2,11.36
Office Supplies,Philadelphia,United States,Nicole Hansen,Xerox 1971,02/03/2020,US-2020-111157,19120,Xerox 1971,East,Corporate,06/03/2020,Standard Class,Pennsylvania,Paper,0.2,1.07,1,3.424
Office Supplies,New York City,United States,Kristina Nunn,Array,02/03/2020,US-2020-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,08/03/2020,Standard Class,New York,Paper,0.0,17.472,5,36.4
Technology,Philadelphia,United States,Nicole Hansen,Other,02/03/2020,US-2020-111157,19120,Hypercom P1300 Pinpad,East,Corporate,06/03/2020,Standard Class,Pennsylvania,Accessories,0.2,32.13,3,151.2
Furniture,Columbus,United States,Jill Stevenson,O'Sullivan,03/03/2020,US-2020-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,08/03/2020,Standard Class,Ohio,Bookcases,0.5,-199.617,5,302.45
Furniture,San Diego,United States,Eva Jacobs,Bevis,03/03/2020,US-2020-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,07/03/2020,Standard Class,California,Tables,0.2,-23.4882,3,626.352
Office Supplies,Houston,United States,Sam Craven,Other,03/03/2020,US-2020-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,07/03/2020,Standard Class,Texas,Appliances,0.8,-459.6072,3,176.772
Office Supplies,Wilmington,United States,Ashley Jarboe,Zebra,03/03/2020,US-2020-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,07/03/2020,Second Class,North Carolina,Art,0.2,3.4048,4,19.456
Office Supplies,New York City,United States,Anne Pryor,Cardinal,03/03/2020,US-2020-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,08/03/2020,Standard Class,New York,Binders,0.2,9.1785,5,25.32
Office Supplies,New York City,United States,Anne Pryor,Ibico,03/03/2020,US-2020-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,08/03/2020,Standard Class,New York,Binders,0.2,40.872,3,125.76
Office Supplies,Columbus,United States,Jill Stevenson,Avery,03/03/2020,US-2020-127978,43229,Avery 495,East,Corporate,08/03/2020,Standard Class,Ohio,Labels,0.2,4.914,3,15.12
Office Supplies,Columbus,United States,Jill Stevenson,Eldon,03/03/2020,US-2020-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,08/03/2020,Standard Class,Ohio,Storage,0.2,-10.0512,8,44.672
Technology,New York City,United States,Anne Pryor,Other,03/03/2020,US-2020-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,08/03/2020,Standard Class,New York,Phones,0.0,4.5954,1,9.99
Office Supplies,Margate,United States,Sanjit Chand,BIC,04/03/2020,US-2020-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,09/03/2020,Standard Class,Florida,Art,0.2,2.3328,3,15.552
Office Supplies,Columbia,United States,Clay Ludtke,Other,04/03/2020,US-2020-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,04/03/2020,Same Day,South Carolina,Storage,0.0,17.745,5,354.9
Office Supplies,Yonkers,United States,Aimee Bixby,Newell,05/03/2020,US-2020-169061,10701,Newell 345,East,Consumer,08/03/2020,Second Class,New York,Art,0.0,15.4752,3,59.52
Office Supplies,Yonkers,United States,Aimee Bixby,GBC,05/03/2020,US-2020-169061,10701,GBC Wire Binding Combs,East,Consumer,08/03/2020,Second Class,New York,Binders,0.2,16.7508,6,49.632
Office Supplies,Yonkers,United States,Aimee Bixby,Xerox,05/03/2020,US-2020-169061,10701,Xerox 1891,East,Consumer,08/03/2020,Second Class,New York,Paper,0.0,45.9754,2,97.82
Office Supplies,Yonkers,United States,Aimee Bixby,Acme,05/03/2020,US-2020-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,08/03/2020,Second Class,New York,Supplies,0.0,5.3998,2,18.62
Technology,Yonkers,United States,Aimee Bixby,Logitech,05/03/2020,US-2020-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,08/03/2020,Second Class,New York,Accessories,0.0,177.5889,3,479.97
Furniture,Seattle,United States,Craig Molinari,Office Star,07/03/2020,US-2020-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,12/03/2020,Standard Class,Washington,Chairs,0.2,21.8352,6,436.704
Furniture,Seattle,United States,Aaron Bergman,Global,07/03/2020,US-2020-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,08/03/2020,First Class,Washington,Chairs,0.2,5.4801,1,48.712
Furniture,Seattle,United States,Craig Molinari,Global,07/03/2020,US-2020-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,12/03/2020,Standard Class,Washington,Chairs,0.2,54.1764,2,481.568
Office Supplies,Seattle,United States,Craig Molinari,Newell,07/03/2020,US-2020-104563,98103,Newell Chalk Holder,West,Corporate,12/03/2020,Standard Class,Washington,Art,0.0,9.499,5,20.65
Office Supplies,Seattle,United States,Aaron Bergman,Newell,07/03/2020,US-2020-156587,98103,Newell 330,West,Consumer,08/03/2020,First Class,Washington,Art,0.0,4.6644,3,17.94
Office Supplies,Des Moines,United States,Nora Pelletier,Other,07/03/2020,US-2020-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,11/03/2020,Second Class,Washington,Binders,0.2,33.64,2,107.648
Office Supplies,Seattle,United States,Craig Molinari,Other,07/03/2020,US-2020-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,12/03/2020,Standard Class,Washington,Storage,0.0,0.0,5,204.9
Office Supplies,Seattle,United States,Aaron Bergman,Carina,07/03/2020,US-2020-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,08/03/2020,First Class,Washington,Storage,0.0,4.8588,3,242.94
Office Supplies,Denver,United States,Kean Thornton,Boston,10/03/2020,US-2020-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,17/03/2020,Standard Class,Colorado,Art,0.2,9.3564,4,83.168
Office Supplies,Royal Oak,United States,Scott Williamson,Other,10/03/2020,US-2020-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,14/03/2020,Standard Class,Michigan,Paper,0.0,10.7424,2,22.38
Office Supplies,Denver,United States,Kean Thornton,Tennsco,10/03/2020,US-2020-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,17/03/2020,Standard Class,Colorado,Storage,0.2,-15.9102,3,636.408
Furniture,Columbus,United States,Chloris Kastensmidt,Eldon,11/03/2020,US-2020-166884,43229,Eldon Wave Desk Accessories,East,Consumer,16/03/2020,Second Class,Ohio,Furnishings,0.2,2.288,5,8.32
Office Supplies,Richmond,United States,Filia McAdams,Fellowes,11/03/2020,US-2020-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,13/03/2020,Second Class,Kentucky,Appliances,0.0,38.1576,3,146.76
Office Supplies,Roseville,United States,Richard Bierner,Other,11/03/2020,US-2020-103338,95661,Economy #2 Pencils,West,Consumer,15/03/2020,Standard Class,California,Art,0.0,2.0748,3,7.98
Office Supplies,Columbus,United States,Chloris Kastensmidt,Stockwell,11/03/2020,US-2020-166884,43229,Stockwell Push Pins,East,Consumer,16/03/2020,Second Class,Ohio,Fasteners,0.2,1.7004,6,10.464
Office Supplies,Richmond,United States,Filia McAdams,Xerox,11/03/2020,US-2020-114790,40475,Xerox 198,South,Corporate,13/03/2020,Second Class,Kentucky,Paper,0.0,7.0218,3,14.94
Office Supplies,New York City,United States,Kelly Andreada,Southworth,11/03/2020,US-2020-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,14/03/2020,Second Class,New York,Paper,0.0,49.014,14,108.92
Technology,Richmond,United States,Filia McAdams,Maxell,11/03/2020,US-2020-114790,40475,Maxell DVD-RAM Discs,South,Corporate,13/03/2020,Second Class,Kentucky,Accessories,0.0,14.1728,2,32.96
Technology,Richmond,United States,Filia McAdams,Panasonic,11/03/2020,US-2020-114790,40475,Panasonic KX-TG9471B,South,Corporate,13/03/2020,Second Class,Kentucky,Phones,0.0,164.6316,3,587.97
Furniture,Calgary,Canada,Nicole Fjeld,Global,13/03/2020,CA-2020-139675,T2C,Global Deluxe High-Back Manager's Chair,West,Home Office,18/03/2020,Second Class,Alberta,Chairs,0.2,102.95,4,915.14
Furniture,Calgary,Canada,Nicole Fjeld,Dana,13/03/2020,CA-2020-139675,T2C,Dana Halogen Swing-Arm Architect Lamp,West,Home Office,18/03/2020,Second Class,Alberta,Furnishings,0.0,91.77,8,327.76
Furniture,Chesapeake,United States,Christine Kargatis,Global,14/03/2020,US-2020-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,19/03/2020,Standard Class,Virginia,Chairs,0.0,284.98,4,1139.92
Office Supplies,Huntington Beach,United States,Dean Katz,Avery,14/03/2020,US-2020-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,18/03/2020,Standard Class,California,Art,0.0,1.2506,1,3.38
Office Supplies,Logan,United States,Jason Fortune-,GBC,14/03/2020,US-2020-114510,84321,GBC Wire Binding Combs,West,Consumer,19/03/2020,Standard Class,Utah,Binders,0.2,11.1672,4,33.088
Office Supplies,Logan,United States,Jason Fortune-,Other,14/03/2020,US-2020-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,19/03/2020,Standard Class,Utah,Binders,0.2,20.1656,2,62.048
Office Supplies,Jacksonville,United States,Neil Französisch,Xerox,14/03/2020,US-2020-100293,32216,Xerox 1887,South,Home Office,18/03/2020,Standard Class,Florida,Paper,0.2,31.8696,6,91.056
Office Supplies,Huntington Beach,United States,Dean Katz,Xerox,14/03/2020,US-2020-157623,92646,Xerox 1972,West,Corporate,18/03/2020,Standard Class,California,Paper,0.0,4.752,2,10.56
Office Supplies,Chicago,United States,Rick Bensley,Xerox,14/03/2020,US-2020-152618,60653,Xerox 1963,Central,Home Office,17/03/2020,First Class,Illinois,Paper,0.2,2.64,2,8.448
Office Supplies,Logan,United States,Jason Fortune-,Carina,14/03/2020,US-2020-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,19/03/2020,Standard Class,Utah,Storage,0.0,3.2392,1,80.98
Office Supplies,Logan,United States,Jason Fortune-,Staple magnet,14/03/2020,US-2020-114510,84321,Staple magnet,West,Consumer,19/03/2020,Standard Class,Utah,Storage,0.0,5.7672,2,21.36
Technology,Logan,United States,Jason Fortune-,Imation,14/03/2020,US-2020-114510,84321,Imation 30456 USB Flash Drive 8GB,West,Consumer,19/03/2020,Standard Class,Utah,Accessories,0.0,6.624,12,82.8
Technology,Chicago,United States,Rick Bensley,Hewlett-Packard,14/03/2020,US-2020-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,17/03/2020,First Class,Illinois,Machines,0.3,156.047,2,574.91
Furniture,Tampa,United States,Alan Shonely,Eldon,15/03/2020,US-2020-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,19/03/2020,Standard Class,Florida,Furnishings,0.2,5.1408,3,45.696
Office Supplies,Tampa,United States,Alan Shonely,Other,15/03/2020,US-2020-149958,33614,Insertable Tab Post Binder Dividers,South,Consumer,19/03/2020,Standard Class,Florida,Binders,0.7,-5.5338,3,7.218
Office Supplies,Tampa,United States,Alan Shonely,GBC,15/03/2020,US-2020-149958,33614,GBC VeloBinder Manual Binding System,South,Consumer,19/03/2020,Standard Class,Florida,Binders,0.7,-31.6712,4,43.188
Office Supplies,Tampa,United States,Alan Shonely,Xerox,15/03/2020,US-2020-149958,33614,Xerox 1889,South,Consumer,19/03/2020,Standard Class,Florida,Paper,0.2,47.8152,3,131.904
Office Supplies,Tampa,United States,Alan Shonely,Other,15/03/2020,US-2020-149958,33614,"Hot File 7-Pocket, Floor Stand",South,Consumer,19/03/2020,Standard Class,Florida,Storage,0.2,17.847,1,142.776
Technology,Raleigh,United States,Kristina Nunn,Polycom,16/03/2020,US-2020-157609,27604,Polycom VoiceStation 500 Conference phone,South,Home Office,21/03/2020,Second Class,North Carolina,Phones,0.2,29.495,2,471.92
Furniture,New York City,United States,Christine Phan,Balt,17/03/2020,US-2020-148838,10024,Balt Solid Wood Round Tables,East,Corporate,21/03/2020,Standard Class,New York,Tables,0.4,-553.6476,4,1071.576
Furniture,New York City,United States,Christine Phan,Bretford,17/03/2020,US-2020-148838,10024,Bretford Rectangular Conference Table Tops,East,Corporate,21/03/2020,Standard Class,New York,Tables,0.4,-447.5947,7,1579.746
Furniture,New York City,United States,Christine Phan,Hon,17/03/2020,US-2020-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",East,Corporate,21/03/2020,Standard Class,New York,Tables,0.4,-122.7816,3,613.908
Office Supplies,Lakeville,United States,Bradley Nguyen,Bionaire,17/03/2020,US-2020-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,24/03/2020,Standard Class,Minnesota,Appliances,0.0,36.5742,2,93.78
Office Supplies,Jackson,United States,Mark Haberlin,Belkin,17/03/2020,US-2020-164763,39212,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,21/03/2020,Standard Class,Mississippi,Appliances,0.0,8.4942,3,32.67
Office Supplies,Dallas,United States,Annie Zypern,Newell,17/03/2020,US-2020-158442,75217,Newell 333,Central,Consumer,17/03/2020,Same Day,Texas,Art,0.2,0.3336,2,4.448
Office Supplies,Lakeville,United States,Bradley Nguyen,Newell,17/03/2020,US-2020-118339,55044,Newell 35,Central,Consumer,24/03/2020,Standard Class,Minnesota,Art,0.0,5.7072,6,19.68
Office Supplies,Lakeville,United States,Bradley Nguyen,Avery,17/03/2020,US-2020-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumer,24/03/2020,Standard Class,Minnesota,Binders,0.0,17.2224,6,35.88
Office Supplies,Jackson,United States,Mark Haberlin,GBC,17/03/2020,US-2020-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,21/03/2020,Standard Class,Mississippi,Binders,0.0,14.9156,2,30.44
Office Supplies,Jackson,United States,Mark Haberlin,Acco,17/03/2020,US-2020-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,21/03/2020,Standard Class,Mississippi,Binders,0.0,5.3721,3,11.43
Office Supplies,Lakeville,United States,Bradley Nguyen,Wilson Jones,17/03/2020,US-2020-118339,55044,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,24/03/2020,Standard Class,Minnesota,Binders,0.0,25.098,10,53.4
Office Supplies,Lakeville,United States,Bradley Nguyen,Other,17/03/2020,US-2020-118339,55044,"Memo Book, 100 Message Capacity, 5 3/8 x 11",Central,Consumer,24/03/2020,Standard Class,Minnesota,Paper,0.0,23.59,7,47.18
Office Supplies,New York City,United States,Christine Phan,Xerox,17/03/2020,US-2020-148838,10024,Xerox 1918,East,Corporate,21/03/2020,Standard Class,New York,Paper,0.0,75.9696,4,155.04
Office Supplies,Dallas,United States,Annie Zypern,Xerox,17/03/2020,US-2020-158442,75217,Xerox 1966,Central,Consumer,17/03/2020,Same Day,Texas,Paper,0.2,1.8792,1,5.184
Office Supplies,Dallas,United States,Annie Zypern,Xerox,17/03/2020,US-2020-158442,75217,Xerox 1967,Central,Consumer,17/03/2020,Same Day,Texas,Paper,0.2,5.4432,3,15.552
Office Supplies,New York City,United States,Christine Phan,Xerox,17/03/2020,US-2020-148838,10024,Xerox 1926,East,Corporate,21/03/2020,Standard Class,New York,Paper,0.0,16.3842,7,34.86
Office Supplies,Jackson,United States,Mark Haberlin,Other,17/03/2020,US-2020-164763,39212,EcoTones Memo Sheets,South,Corporate,21/03/2020,Standard Class,Mississippi,Paper,0.0,7.68,4,16.0
Office Supplies,Jackson,United States,Mark Haberlin,Xerox,17/03/2020,US-2020-164763,39212,Xerox 1957,South,Corporate,21/03/2020,Standard Class,Mississippi,Paper,0.0,6.3504,2,12.96
